UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
377546,451796,451820,167321,142887,458982,449010,134811,210942,148177,222938,456010,458496,119775,447458,448576,367194,113582,138813,197832,440341,104188,452027,440925,146010,145460,475635,112570,445124,402776,208239
377555,451671,196112,366711,229018,186201,377564,232186,214713,214616,132903,204200,110565,204477,166513,214069,214652,226833,214801,212832,171571,140164,193292,101709,168263,214731,169798,196088,228787,163286,129020
377564,159416,448840,229018,377555,195544,151342,451671,217819,226833,176026,180179,209506,168430,175078,171146,196112,204006,204015,240444,447689,226091,106263,181534,106245,228787,186876,229337,435000,218335,208646
380465,105516,372222,419509,405988,434946,405997,134237,432232,167729,445319,432241,434955,406006,440420,432223,439297,434964,438416,448567,450933,440466,421018,406194,405979,446002,442152,445027,367954,447050,447458
381787,450094,441973,127024,434982,440484,121381,468015,117928,117113,443687,146393,126702,234492,181242,366748,450535,449898,448734,224776,260813,181400,133465,445300,173887,428268,178226,414878,113582,451848,466930
382063,479770,442161,450456,448822,434973,446747,432223,440448,474951,440457,446738,440439,474960,443474,442170,421009,458964,448567,443924,474979,450483,440420,446765,439279,474702,443544,451796,445124,138813,404338
383020,439914,447698,439020,444699,430704,130581,11458501,366605,454236,429094,447801,114585,454227,114114,429085,466921,460871,466930,457129,475732,449481,456621,461883,439394,454856,162681,480198,420866,446039,454245
383996,187666,188021,188003,187994,187976,215309,188225,187620,180081,420538,103361,181765,187967,188049,228501,240727,440402,221847,160038,106467,207865,170639,180461,232566,155061,126182,171128,143297,149772,209506
384254,142294,183275,232308,198066,233718,231059,150668,183239,124292,173300,233426,112084,116846,125727,230940,115409,446048,240338,140696,230816,145691,233301,237181,163976,245652,123165,150756,239716,174747,231095
384306,455433,117520,177427,441104,126012,420246,454838,374024,142832,218751,439446,407629,169099,166717,220996,219240,154156,475273,147129,172477,169220,164915,141936,148575,123095,167181,133872,401250,108269,120698
384412,189228,458973,445133,459994,453163,233684,449038,459268,429085,450298,453215,458964,458919,450377,430704,11458501,429094,439914,446765,466930,440439,444699,457129,447698,430087,439057,208239,442170,439020,450483
384421,451398,476717,461847,420325,194189,451370,449658,102261,196583,197610,434414,156417,417752,135364,129534,113704,476692,260947,388520,177816,476601,199759,245777,194736,194693,126076,172033,247773,205124,117575
385619,366003,448804,106713,444990,127653,446640,166948,239743,451060,167260,475635,153126,172608,447953,260813,129774,236133,112570,206507,154855,174507,440411,166850,154004,457183,210775,443410,153001,152381,219295
388520,247825,113704,441690,110060,439613,139153,127714,206154,447953,219505,457226,172033,110918,156417,444778,476717,197610,213640,243498,444398,210368,196583,143659,176600,443049,102261,160029,227289,146728,150288
392840,235024,143048,366368,202170,164748,110370,148405,152336,156356,148627,209409,101435,122454,166984,108870,112570,163295,449764,147679,439288,19554401,166674,176628,204617,157076,169442,208488,113582,202046,239309
398130,127024,454227,461883,450298,453215,211477,406194,466921,443784,449038,428259,440147,445391,126030,475635,453163,458919,442639,454829,456490,438416,440484,121983,141981,430184,442222,457129,466930,145460,436438
399911,115409,123165,163976,197133,198385,212911,140696,112260,164465,121345,216287,216524,146481,228343,218070,149781,213385,124292,204909,211273,166018,168218,166939,167835,195474,168281,121257,199865,152390,230816
401250,164915,141936,374024,167181,126012,108269,441104,177427,146490,434441,169220,369002,451130,123095,117520,220996,166717,402828,203997,218751,175139,215619,122603,123943,139348,216816,142832,120698,454838,455433
402615,447661,451848,366748,428268,419457,456621,450492,440466,452090,153418,474702,439057,220552,381787,474960,443924,181242,474951,468015,439297,460871,421009,450535,450377,448734,447801,233684,130110,434991,451820
402776,104188,222938,458982,142887,134811,119775,210942,458496,449010,197832,173887,148177,121381,450094,113582,178226,447458,451820,117113,146010,126702,441973,117928,443687,451796,208239,112570,145460,377546,448576
402828,369002,228194,126049,167215,172477,146241,164915,203997,141936,139348,175139,122603,401250,374024,146490,122649,216816,215619,206215,177278,244190,366793,177126,216463,206288,211130,166717,15468802,15468801,451130
404338,458964,453215,468024,468006,458973,450298,449038,443784,459994,450456,420866,475732,450377,366605,430184,458919,172608,434973,448822,189228,445133,233684,442161,114114,479770,439394,453163,382063,480569,260910
405058,196431,431983,444413,194657,197647,192624,194763,197601,194666,455257,197744,193247,194675,247773,189264,216311,149329,446604,189857,192165,193070,476692,193061,245731,147369,197692,194736,196583,245777,196440
405854,375230,189273,197018,451404,197735,197610,405058,193052,189264,194657,197647,444413,193247,196583,216311,192624,149329,431983,189857,196431,126076,193070,194666,197601,194763,197692,245731,167677,137272,194675
405979,406006,434955,434946,405997,419509,421018,372222,405988,432232,445717,442152,443766,443890,444158,437848,192925,432241,434982,105516,372213,440448,106102,445300,23368403,13180301,43018404,23368401,43018401,23368411,23368402
405988,432232,434946,432241,442152,406006,405979,421018,434955,380465,444723,178244,432223,419509,440466,134237,439297,105516,191205,438416,445717,474979,367024,448567,405997,440420,106102,137476,447652,450474,443881
405997,419509,372222,406006,405979,105516,434955,380465,444158,434946,192439,440448,434982,442170,442143,372213,110486,445300,405988,446747,23368402,44378403,13180301,23368401,43018404,23368403,23368405,23368409,23368411,43018401,44903801
406006,434955,405979,434946,419509,405997,421018,405988,372222,442152,443890,445717,443766,432232,444158,437848,440448,105516,434982,442170,432241,372213,450474,443881,442143,474979,23368401,23368402,13180301,23368403,43018401
406194,440147,445391,475635,438416,178226,434964,121381,445276,443687,447458,440466,445319,398130,456010,432223,447050,434982,433004,127024,439297,104188,440484,450492,448567,135939,402776,167321,451060,367024,440925
407009,448886,209807,420574,156125,228769,220862,151111,166638,227216,137351,126562,136172,225511,228787,240453,202134,216339,190682,139940,181394,178402,159939,206084,102094,122597,122409,196228,110398,190664,190594
407629,154156,179812,455433,117520,172477,384306,126012,169099,219240,441104,177427,177834,193405,142832,146241,451510,166717,167215,218751,228194,126049,454838,402828,374024,220996,420246,165705,139348,131973,231970
409254,455804,189015,148982,144014,15468801,15468802,223001,20627903,20627905,20627902,20627901,146977,224305,191320,220871,108870,11046803,11046801,11046802,11046804,11046805,178518,157207,140562,142832,146241,215424,112251,194073,179812
409616,16822702,130226,152600,236230,102049,130253,186283,217518,201195,173179,173160,211088,129242,14902801,110097,215770,16822703,16822701,212133,217165,215813,219976,173045,186867,195474,203368,204936,217536,107044,220710
409698,235167,129215,167987,240426,186876,196219,232681,183062,231712,165820,165866,196158,240277,196167,218724,196185,174358,237792,214591,168263,441937,198516,173124,199184,218061,196060,236577,110705,145600,207500
410502,145460,208239,450094,441973,126702,458982,468015,430087,224776,117113,458973,458496,210942,117928,148177,459994,119775,222938,108232,189228,173887,457129,146010,11458501,429094,466930,430704,439914,450544,459268
412599,155335,192925,195173,210304,445708,366535,243823,199272,136066,110316,219639,139153,448309,11508303,11508305,11508306,455664,125897,137476,135939,143978,211431,240213,209296,459745,148335,192439,131876,11577301,212984
413413,125231,44376603,45891901,44903808,44903809,44903810,44903811,23368410,44376602,44903805,45321502,45891902,45891904,44376601,44378401,44903806,43018403,45891903,23368407,45316306,23368408,45316304,23368404,43018402,44378405,45897301,45897302,45897304,45897303,43018401
414823,167598,13247101,213358,190761,214272,195243,228325,439288,166850,445708,199306,136206,203580,238573,214069,210775,144962,117627,183910,183974,114813,148584,235547,132471,204468,148496,167260,155520,215947,135939
414878,440411,141167,198598,245953,445267,442949,214634,155636,153621,428259,230825,448284,172440,105367,206330,217013,181738,448804,181604,204468,445735,206279,454582,149505,197911,219295,219198,168227,444990,161235
414966,196884,127273,131973,157298,173896,23384201,15483701,21036802,21036801,160029,193894,210368,147031,215628,38561901,38561902,246345,140146,191320,216463,215424,366793,169099,177278,139348,223001,150288,122603,176600,146977
416801,229300,110699,228909,139755,228635,163259,196255,223223,209490,159373,228644,149763,181428,166869,145628,190424,196228,458210,12293101,215062,162928,236948,177719,179265,167358,193900,131469,191241,190150,215132
417752,451370,436614,447953,241614,137962,260947,179256,176336,476717,217606,13247101,384421,451398,446394,117104,157030,439613,129534,366003,224244,170091,193052,443340,134510,194189,117575,461847,135364,219505,457183
419457,450535,447801,451848,460871,402615,449481,121983,448734,442222,428268,436094,420866,450526,100690,452090,366748,458229,450377,458955,233684,475273,474951,439914,474960,447069,475732,447698,366605,443924,444699
419509,405997,372222,105516,406006,434955,405979,380465,444158,192439,442143,372213,405988,446747,43018403,43018402,23368408,23368407,23368404,44378405,45316304,45316306,45897302,45897301,45891903,23368401,13180301,23368403,23368405,43018404,23368409
420042,442143,446747,440457,440448,443474,443890,450483,434982,445300,442170,443544,440439,446738,430087,434964,434991,119775,458496,446765,146010,443687,458982,210942,121381,445072,178226,148177,449010,104188,222938
420246,439446,475273,384306,455433,449481,177038,147129,233356,445735,117520,177427,148575,460871,441104,147590,126012,133872,442949,447801,155636,480198,174507,120768,122117,123633,439783,177986,179450,193751,455664
420325,194189,451398,384421,476717,197610,461847,196583,451370,102261,449658,194736,186900,245777,247773,205124,163532,194693,126076,186186,197674,156417,195438,434414,197735,446604,193052,167677,441609,216047,113704
420538,200846,203456,203483,206613,440402,187958,218672,188049,181765,201432,215309,204866,204848,188021,204662,203447,203526,187994,188003,221847,188225,240727,157401,211644,383996,170639,219356,180461,171456,169910
420574,448886,407009,209807,228769,156125,151111,220862,166638,240453,126562,227216,228787,202134,225511,190682,136172,137351,206084,181394,159939,216339,178402,139940,102094,110398,196228,122409,122597,190664,207315
420866,366605,475732,114114,436094,439394,121983,442222,468024,468006,458964,404338,439914,455178,447801,447698,436261,444699,429085,383020,11458501,439020,429094,430704,454227,460871,449481,454236,466930,457129,174507
421009,474960,474951,443924,474702,443474,440457,448567,450456,450483,446747,432223,450377,434973,450474,439279,440439,450492,440448,442161,448822,446738,442170,443544,447652,440420,447661,382063,446765,447069,452027
421018,442152,474979,434946,406006,434955,405979,405988,432232,445027,447652,450456,450474,443881,442161,438586,448822,443890,105516,432241,443766,419509,405997,372222,106102,382063,367936,448309,445717,445124,434973
423643,193830,143853,239169,117636,145558,215123,121150,112525,129242,168148,14902801,148511,216597,164580,167835,186867,192819,217165,186131,195474,441982,223223,139658,189501,201645,182670,243744,195030,213385,216366
426314,260956,110778,170675,213446,170806,169220,166717,11508305,11508306,11508303,167181,172608,209296,443340,459745,110307,143978,240213,369659,219639,213011,455664,238980,448804,178059,225502,166045,231651,243823,171492
428259,135610,442897,155636,454582,192563,147590,233356,122649,456490,154837,449870,448804,116712,209108,141981,244190,439783,228866,162061,442639,129534,177986,105367,239743,150172,398130,135364,170967,180814,420246
428268,366748,450535,439057,448734,434991,468015,402615,381787,181242,450094,181400,441973,224776,117928,126702,234492,117113,436094,450544,419457,173887,462390,452090,458973,459268,434982,146393,443544,442143,445717
428286,446808,134680,446792,451796,450447,138813,450085,447458,448239,110185,210906,443410,188146,173887,445124,446668,136774,119775,402776,104188,113582,366605,182661,126702,455178,432533,160940,222938,210942,436261
429085,430704,11458501,439914,429094,130581,444699,447698,439020,466930,457129,454236,459222,446039,449481,445735,447801,366605,460871,454856,441308,436094,454227,454245,439394,114114,461883,480198,475732,383020,122117
429094,11458501,439914,430704,429085,457129,466930,454236,447698,444699,130581,439020,459222,446039,460871,454245,454227,445735,466921,447801,441308,383020,480198,442949,454856,475741,366605,475732,436094,114114,449481
