UNITID,Similar School 1,Similar School 2,Similar School 3,Similar School 4,Similar School 5,Similar School 6,Similar School 7,Similar School 8,Similar School 9,Similar School 10,Similar School 11,Similar School 12,Similar School 13,Similar School 14,Similar School 15,Similar School 16,Similar School 17,Similar School 18,Similar School 19,Similar School 20,Similar School 21,Similar School 22,Similar School 23,Similar School 24,Similar School 25,Similar School 26,Similar School 27,Similar School 28,Similar School 29,Similar School 30
187620,188003,187976,187994,188225,383996,188021,187666,188030,207500,441186,110705,436818,235167,232681,243780,409698,103361,186876,210146,240426,145813,196079,436827,214591,218742,165820,240374,441937,187958,440402
187648,207306,208646,173124,240754,157386,106467,206914,221768,160038,181215,171456,178624,240277,219356,187897,24366501,196200,207865,221847,180522,157401,237792,211644,218724,200572,214591,175616,230913,178615,171128
187666,383996,188021,188225,188003,187994,187620,187976,420538,201946,188049,215309,187967,228501,126182,180081,240727,440402,187958,221847,180461,171128,169910,228529,181215,230603,155061,160038,201955,209506,232566
187745,152266,155140,161244,159391,167394,200572,203492,160038,224147,106245,206613,202134,126562,377564,24366501,223214,445188,226091,201964,133669,22870501,178420,206695,187958,217420,142285,151360,171146,151388,110185
187897,228501,24366501,207306,160038,217420,155061,181534,110592,208646,152248,151102,106467,155025,181215,228529,187648,149772,151379,10236808,10236803,10236802,10236801,209506,230913,221847,178624,200253,200059,170639,185129
187958,200846,188049,206613,218672,420538,201432,440402,203526,204848,203456,188225,187994,188003,203483,181765,204662,204866,203447,204802,223117,188021,223214,145336,159391,142285,445188,215309,200004,201955,172051
187967,178615,174251,171128,205957,234085,163912,197197,229267,232566,237066,171456,219259,153384,126182,175078,146427,200253,161086,230931,180948,115755,221768,207865,215266,153834,195216,156541,110422,237330,243780
187976,383996,204662,181765,218672,103361,187620,215309,188225,237701,187994,188003,203483,187666,23693901,23693903,23693902,188021,236939,204699,196149,196194,197869,196246,183062,196158,240480,207388,139861,219471,159647
187985,104179,145600,157289,229027,141574,104151,225511,137351,209542,178402,234030,209551,201885,122409,110583,174066,216339,240453,139940,236948,228778,204796,172644,228459,110556,110608,228796,190567,190600,182290
187994,188003,188225,188049,188021,187958,200846,206613,383996,187666,187620,440402,420538,201432,218672,187976,204662,203456,204802,203483,203526,204848,142285,159391,103361,145336,445188,181765,223214,228431,200004
188003,187994,188225,188049,188021,187958,206613,200846,383996,187666,187620,440402,420538,218672,187976,201432,203456,204662,203483,203526,204802,204848,159391,445188,142285,103361,223214,228431,228459,181765,145336
188021,187994,188003,188225,383996,187666,420538,188049,187620,187958,187976,218672,440402,215309,200846,207263,204662,207041,203456,206613,228501,203483,127185,187967,240727,221847,232566,103361,126182,149772,160038
188030,206084,182281,182290,227216,448886,156125,407009,206604,230728,240727,420574,228769,202134,126562,240453,180489,160658,110510,228787,172699,133669,235097,102094,200800,209807,218742,151111,216339,178402,220862
188049,187958,200846,188225,187994,188003,206613,201432,218672,420538,440402,204848,203526,203483,203456,188021,181765,204662,204802,204866,203447,187666,223117,383996,445188,142285,187976,159391,187620,145336,441937
188146,127945,217688,153278,367194,110185,15336601,184773,123457,130314,197151,221254,215053,451796,113582,213826,161509,197045,146533,138813,192271,238661,113698,180832,240107,233541,232706,428286,153126,154095,239080
188182,138275,231554,167251,161563,11577301,191621,220701,141185,228468,207689,140872,139630,207856,231086,139205,206507,206835,153001,226587,219091,214625,197911,101693,444990,167394,171599,101435,443058,218414,218441
188207,455992,120698,126012,167181,169220,260956,146490,167215,164915,401250,441104,369002,177427,108269,147031,166717,213446,141936,123095,402828,117520,203997,220996,165495,228194,218751,126049,175139,172477,215619
188225,188003,187994,188049,188021,187958,200846,187666,206613,187976,383996,187620,218672,201432,420538,204662,204848,203456,440402,204802,203526,203483,223214,145336,445188,159391,142285,441937,224545,181765,215309
188304,126182,237385,107983,156365,157216,200253,175078,180692,176044,176035,187897,114813,115755,210429,207351,174075,200059,175616,171456,221768,213783,207306,197045,117627,237701,170639,210775,154590,230834,211644
188429,186584,195720,110097,194091,109785,238430,131113,144962,144740,168005,121150,191649,122612,185572,125763,216852,148496,114549,235547,215655,178059,194310,186122,194958,238661,206437,128771,169424,146612,184603
188526,215132,164739,179265,194824,166869,213543,148593,149763,364122,448239,152318,215929,140447,136774,226231,170301,166656,165015,177719,121691,130697,164580,117636,201645,122296,168421,143853,153269,217402,181002
188535,169628,123970,111391,212018,175281,193821,213631,145275,151865,172705,114549,188580,164474,154536,185758,194073,167093,193405,146241,169424,15468801,15468802,231147,20627903,20627905,20627901,20627902,186122,166717,228194
188580,193405,188535,169628,114549,151865,154536,145275,213631,172705,185758,164474,193821,177834,111391,123970,175281,167093,194073,407629,123943,179812,154156,203067,166717,186122,220792,165705,112127,195580,212018
188641,195164,208822,147341,150066,206862,184694,211352,144351,209612,180106,216694,153250,191533,192323,142461,237969,211583,156541,215743,150677,16822702,154527,163462,130226,217864,167899,233426,152600,215770,215099
189015,148982,409254,455804,15468801,15468802,20627905,20627902,20627901,20627903,108870,144014,157207,223001,11046803,11046801,11046802,11046804,11046805,178518,146977,191320,224305,220871,140562,231147,20627906,123970,196468,111391,167215
189088,168546,153162,173647,161004,168342,204501,160977,120254,168281,237057,230959,190099,210401,121257,202523,173258,165936,238333,130590,196866,213385,153834,228343,195216,191515,236328,143084,126678,153144,218070
189097,173902,126678,120254,209922,221351,168218,211273,157818,166939,197133,168342,161086,212911,161004,198385,153384,152390,203535,216287,212577,191515,166124,234207,128902,212009,121345,212674,196866,164465,112260
189228,384412,445133,458973,459994,429085,11458501,429094,430704,466930,457129,208239,439914,453215,145460,444699,447698,450298,130581,449038,458964,454236,443784,459268,233684,459222,450377,439020,404338,458919,453163
189264,193247,189857,193061,245731,194736,405058,444413,245777,205124,163532,196431,186900,194657,431983,186186,192624,197647,126076,197674,216311,149329,194763,193052,193070,363712,164614,441609,197601,194666,222877
189273,405854,197018,375230,451404,197735,405058,431983,197647,196583,444413,197610,196431,194657,193247,126076,149329,189264,192624,216311,189857,193052,193070,167677,197601,194763,194666,197692,193061,245731,137272
189501,215123,201645,148511,179265,227757,150163,181002,117946,166869,149763,215132,209825,450304,207971,163046,212106,19457801,193830,165662,216366,223223,209056,239169,177719,143853,221670,193821,123970,423643,215062
189705,173665,167783,215099,203368,161457,159656,19554401,156286,219976,236595,206622,222178,173045,151263,212601,148627,227845,216931,215770,219709,129941,213367,215442,193654,224226,175005,202763,192323,174914,181002
189848,203845,215947,166850,182634,204185,138293,159568,201654,171599,232089,153001,198899,218414,156213,236133,228981,206507,150677,131098,221014,167260,178369,163462,230047,147244,204635,208822,213507,166948,212656
189857,189264,193247,193061,245731,186900,444413,205124,197674,196431,126076,194736,405058,431983,194657,245777,163532,197647,192624,186186,149329,216311,193052,164614,194763,193070,197601,363712,194666,441609,222877
189981,227289,176600,150288,179317,143233,108861,239424,124283,243498,455099,233842,176451,177092,195155,165705,164474,195580,150215,215424,114840,213631,126979,151865,190080,186122,154536,203067,156222,145275,165945
190044,186867,202480,212106,213543,199847,165334,182670,129242,152318,217165,14902801,163046,216597,150163,235316,191968,204635,196413,181002,209825,195474,211291,191241,215929,165662,201645,198516,148593,174844,170301
190080,233842,112127,165705,108861,115214,114840,176451,195580,227289,203067,189981,143233,186122,146728,154536,150288,176600,179317,120795,219240,151865,185758,14736901,14736902,124283,165945,213631,177092,215424,150215
190099,230959,173258,203535,206589,234207,191630,150400,164216,156408,213251,150455,210669,160977,191515,121257,130590,213385,237057,202523,168281,120254,196866,216287,126678,210401,189088,211291,195216,238333,198385
190114,170842,155089,217776,229160,211583,212984,173045,224004,448284,163578,192925,156286,228149,405979,115083,190716,151290,173665,173328,234915,189705,219976,131876,144883,167783,231651,245953,406006,369659,215770
190150,215062,131496,193900,144050,221999,162928,131469,12293101,211440,130794,164988,179867,147767,198419,139658,190415,243744,166027,152080,227757,166683,201645,167358,131159,191241,239105,190424,139755,223223,217156
190248,118693,231420,216542,237358,112084,215947,171881,152363,191621,129774,166850,207689,138293,146825,167251,161563,198899,194392,167598,138868,236133,117104,219091,181853,167260,137476,220206,141185,214704,170967
190372,192110,167358,162928,211893,227757,163295,193900,201645,221999,215062,144050,190150,211440,12293101,120254,165662,131496,131469,131159,215132,117946,209825,174914,127060,126678,190424,191241,181002,179265,201654
190415,147767,198419,215062,152080,162928,243744,139658,221999,130794,131496,179867,144050,164924,190150,12293101,166683,193900,131469,165015,166027,211440,194824,164988,217156,182670,168148,227757,130697,201645,234076
190424,223223,228635,229300,110699,112525,162928,228909,215062,190150,221999,12293101,131496,148511,167358,211440,144050,193900,131469,191241,215123,131159,239105,211893,159373,143853,163259,209490,216366,117636,228644
190512,190549,190664,190594,122597,136172,122755,190567,110565,110583,225511,196228,190682,137351,110398,448886,139940,209807,151111,228769,140164,207315,156125,420574,407009,181394,142115,110592,196592,110556,157447
190549,190594,190664,190512,122597,136172,190567,122755,110565,110583,225511,137351,209807,139940,196228,151111,190682,448886,140164,196592,407009,228769,181394,142115,110398,156125,220862,157447,206941,110592,18017901
190558,110592,127565,122597,190664,136172,190594,110617,110583,122755,110556,190549,110608,190567,190600,190512,18017901,126562,181394,235097,174783,142115,156125,110538,240453,206941,228769,182281,151102,104179,119605
190567,190594,190664,190549,122597,190512,136172,122755,110556,110608,190600,110565,110583,225511,137351,228769,209807,110592,140164,407009,190682,448886,151111,196592,139940,196228,181394,142115,156125,206941,110398
190576,174020,161873,10236809,147776,102553,225432,187046,225414,460738,104179,100706,145600,224147,126580,225511,141644,157289,137351,127918,201885,22870501,157085,236948,186399,159939,18017901,181464,174066,155061,172644
190594,190664,190549,122597,190512,136172,190567,122755,110565,110583,137351,225511,209807,140164,228769,196228,190682,407009,181394,151111,448886,196592,142115,139940,110592,156125,110398,206941,110556,110608,18017901
190600,110608,110592,190567,190637,110556,110547,227368,185129,228796,190664,190594,110583,122597,190549,190512,126562,136172,185262,190558,122755,110617,110495,172644,151102,110486,202134,187985,229027,226152,228459
190637,185129,110608,190600,110486,226152,110495,151102,110592,144005,22870501,224147,217420,10236809,110547,152248,139366,110556,10236801,10236802,10236803,10236808,24366501,190567,147776,18017901,160038,363721,227368,161873,228796
190664,190594,190549,122597,190512,136172,190567,122755,110565,110583,225511,137351,209807,228769,151111,140164,407009,181394,190682,196228,448886,110592,142115,196592,156125,139940,18017901,206941,110398,110556,420574
190682,110398,196228,448886,225511,136172,137351,156125,207315,139940,209807,122597,228769,407009,420574,181394,151111,220862,190594,190549,190664,190512,122755,166708,166638,228787,145600,228778,236948,204477,132903
190691,224147,22870501,363721,178387,151102,225432,190637,147776,185129,152266,196042,126580,178420,200572,159939,224554,186399,110592,190576,214689,110495,218742,144005,24366501,126562,101480,217420,160038,18017901,151388
190716,155089,212984,155335,234915,19554401,168005,204617,110361,115083,448284,229160,148627,137847,236577,121309,176628,152336,208488,147679,221892,192925,224004,215099,219709,126580,211556,193292,122454,213367,177968
190725,148496,193353,194958,146612,220631,147013,208488,144962,184773,15336601,232706,176053,215655,204617,235547,143118,148584,185572,130314,193973,206048,194091,213826,238661,130253,214069,149505,173160,214713,152600
190761,228325,195243,213358,13247101,184612,414823,214272,167598,199032,203580,236452,148584,166850,132471,197045,155520,164447,199306,183974,236133,210775,149505,114813,192448,128498,148496,167251,164173,165529,235547
190770,184603,194091,459727,217420,193016,184694,212984,201195,185572,193292,191931,193353,211088,178420,185262,211352,187444,177418,148496,151379,168005,186283,192439,129941,152248,14902801,432357,16822702,152600,192554
190983,153825,166391,217633,198835,147244,154004,238078,134079,219806,238458,219000,177339,156213,204185,213321,153126,153250,213668,150066,181127,180106,152567,174491,232043,117751,152992,214157,168528,237969,211981
191205,214652,475635,214731,437848,167260,210304,166850,451060,198899,432241,190248,214704,137476,438416,432232,236133,118693,146393,214801,134237,167321,213303,241100,241128,405988,195173,215947,207856,260813,434946
191241,167358,12293101,196413,131159,162928,164924,239105,131469,221999,127060,193900,144050,211440,131496,215062,212106,190150,164988,179159,194541,190424,223223,152080,199847,147767,229267,173902,120254,213543,126678
191320,223001,144014,146977,224305,220871,178518,157207,414966,196884,215424,160029,150288,176600,127273,150215,131973,173896,157298,227289,21036801,21036802,23384201,15483701,210368,193894,243498,14736901,14736902,120795,409254
191515,173258,216287,197133,198385,168342,212911,161086,196866,161004,126678,213385,120254,203535,153384,128902,212674,173902,202523,234207,166124,130590,212009,212577,237057,121345,190099,160977,174792,164465,112260
191533,147341,214157,232043,220710,209065,153834,183239,184348,233426,216807,10704401,195164,195216,215798,180106,146427,213668,154527,231581,237969,179946,216278,218539,238476,239716,153108,188641,153250,233295,475200
191621,167251,207856,231554,213358,190248,236133,167260,461795,167394,207157,166850,224244,198899,118693,215947,120537,449870,162210,216542,220701,203580,188182,11577301,150774,228468,161563,139630,219198,214810,139205
191630,156408,203535,210669,150400,206589,150455,234207,173258,190099,164216,230959,213251,166124,212577,212674,173647,221351,174844,212009,173902,196866,128902,125727,218973,145646,202523,239017,170532,153384,197133
191649,135726,193584,121150,122436,195003,146719,188429,217882,186584,120883,163286,195720,145813,212054,123961,196088,110097,195809,109785,216852,163268,178059,145619,117140,149514,132471,213011,129242,216597,131159
191676,162654,133492,157818,125727,173300,173647,218973,236328,218070,239017,210401,170532,143084,139144,204909,156408,168546,153834,212674,181446,221351,214175,237057,202523,175980,231059,191630,153144,195216,149781
191931,185572,206622,129941,14902801,129242,216597,192819,228246,215655,122931,159656,192448,203368,192749,146612,136950,195474,213996,215929,149781,201195,143118,217165,204909,163046,211088,152600,216524,213367,130226
191968,181002,14902801,209825,129242,235316,163046,117946,19457801,217402,165662,215929,153269,216597,192819,164739,121691,140447,147828,211291,202523,195030,199847,129428,174844,201645,213543,165334,165015,190044,150163
192040,450304,21997601,229267,221351,21510501,157818,137777,126678,173902,120254,209922,197197,181446,189097,143659,197692,218070,218973,213385,179043,149781,201654,236328,203535,147369,205027,213640,12293101,212674,234207
192110,217493,163295,211893,202073,201645,227757,136774,165662,181002,209825,117946,215132,19457801,207971,166869,149763,450304,169442,110370,163046,194578,120403,179265,122506,150163,209056,148511,190372,212106,164739
192165,237136,446604,192624,194657,197647,194666,197601,247773,405058,431983,196431,444413,197744,194675,476692,476601,194763,177816,455257,200873,196440,193070,434937,441609,142090,245777,178679,216311,149329,147369
192192,203085,180984,218414,131450,189848,150677,154527,213613,152567,183974,166850,150534,220215,153108,218539,168591,216694,198561,152363,154101,10704401,159568,209065,221953,153366,215947,150941,238458,145372,179964
192271,440457,440439,442170,446747,114813,136206,443474,446738,440448,458982,142887,210942,117627,260813,450483,148177,454856,443544,119775,446765,204176,222938,449010,156286,458496,179450,377546,179159,477039,11917301
192323,209612,102234,459736,195164,164562,224323,129525,222178,219000,142461,177339,217864,112075,150066,215743,188641,208822,167899,212601,166452,184694,216694,206862,183239,217402,184348,153269,213321,161457,236328
192439,168005,169716,127918,186432,141644,148487,192925,225627,155335,148335,212984,213367,194091,227845,110486,195173,148627,372222,210304,445708,224226,199306,194161,19554401,161873,236577,219709,126580,173045,215770
192448,215655,129941,146612,143118,191931,185572,194161,132471,178244,203368,217235,238616,137476,19554401,186584,216931,152600,212601,186283,123572,14902801,166850,184603,16822702,198136,216852,213367,184694,195234,159656
192554,432357,131113,178721,180814,169479,402828,369002,188429,262086,164915,225414,146490,401250,203997,446002,141936,194091,139348,175139,367954,374024,141644,122603,238430,216816,178059,127918,184603,215619,147590
192563,209108,245838,122649,233356,116712,428259,439783,442897,244190,150172,162061,180814,449931,238616,147590,474863,456490,135610,117575,454227,129534,442949,132842,141936,177986,466921,420246,445735,475273,480189
192624,194657,197647,196431,444413,405058,431983,194763,197601,194666,455257,194675,149329,216311,193247,197744,247773,446604,192165,189264,189857,193070,147369,476692,197692,209287,193061,245731,476601,177816,245777
192703,131283,236230,150163,168227,219976,173045,166656,168290,215770,262022,219833,169442,122296,102049,120403,168254,122506,121309,217165,209825,152600,181002,228149,189705,197197,173665,16822702,186283,137546,130253
192712,194578,193654,202046,177746,167057,164748,174127,215105,239309,163295,214971,166984,122506,143048,215099,169442,173665,449764,167783,120403,189705,122436,145725,122612,236595,219709,127060,202073,227845,110370
192749,136950,209612,193584,168281,228343,14902801,146481,224323,194958,165936,213385,204909,129242,218070,121257,192819,216524,213996,179043,237066,167996,184694,216597,111081,191931,216287,179955,197133,149781,166018
192819,14902801,216597,129242,209825,235316,165662,16822702,191968,163046,195474,181002,217165,117946,215929,217402,186283,152600,19457801,187134,153269,211088,201195,121150,130226,164739,186867,168148,121691,164580,191931
192864,439288,116846,204617,234173,123457,208488,198613,225247,180832,154350,122454,121309,239512,209922,236577,221892,199412,225399,144740,137847,125763,157818,221351,19554401,213826,122612,240338,134945,209056,219833
192925,155335,178244,110316,212984,163578,229160,195173,192439,448284,210304,224004,234915,227863,190716,199306,186432,155089,152336,19554401,137476,181002,151263,125897,189705,173665,176628,209825,169716,208488,207458
193016,459727,148487,184603,432357,194091,147013,148584,180814,225627,190770,177418,179894,193292,128771,146612,188429,209612,192749,171137,262086,192554,186283,145619,225414,141644,168005,148496,112251,228529,194958
193052,126076,197610,189857,189264,193247,196583,245731,447953,439613,167677,451370,193061,172033,441609,176336,457226,194666,197601,405854,375230,157030,193070,247825,219505,205124,245777,189273,149329,197647,194657
193061,189857,189264,193247,363712,245731,222877,194675,431983,197647,444413,186900,126076,194657,149329,205124,245777,405058,194736,196431,192624,163532,216311,186186,197674,193052,164614,194763,197601,194666,193070
193070,216311,149329,194666,202903,197601,434937,196440,176789,192624,194657,194675,183804,197647,201858,405058,431983,193247,196431,217040,444413,194693,189264,177083,245731,199759,194763,189857,143659,220473,213640
193247,189264,189857,193061,245731,405058,194736,245777,196431,444413,163532,194657,186186,192624,431983,197647,205124,126076,216311,149329,186900,197674,194763,193070,193052,363712,164614,441609,197601,194666,455257
193292,177418,179894,148584,137476,229160,201195,178059,185572,204200,14902801,178244,184694,227845,147013,212984,211088,193584,216597,129242,195003,193016,192819,16822702,130226,459727,186283,217776,191931,148496,129941
193353,148496,190725,185572,144962,193973,15336601,215655,194091,235547,184773,204617,194958,232706,146612,208488,213826,186618,206437,220631,201195,147013,176053,191931,143118,183211,184694,236577,211088,130314,186283
193399,119173,165671,156286,219833,173328,228149,186432,199032,239318,225399,221953,113698,199412,173045,195809,11917301,217518,238458,236452,213321,21510501,207582,192703,104586,102234,131283,189705,262022,240338,173665
193405,194073,123970,167093,111391,188580,179812,193821,175281,203067,215424,150215,220792,227289,140562,150288,176600,366368,243498,143659,223223,215123,146728,213640,148511,188535,407629,177834,154156,221670,146241
193584,195003,209612,192749,194958,136950,184694,206862,211352,144351,14902801,213996,218070,129242,236595,16822702,143358,194161,228343,213385,216597,146481,186283,216524,204909,219709,185572,212197,215813,184348,201195
193645,129941,203368,167783,217776,186283,144351,192448,184694,216852,216931,209612,211088,146612,211352,212133,201548,152600,173665,143118,16822702,189705,206862,201195,161457,191931,185572,175005,215655,222178,138600
193654,122612,192712,122436,195809,228875,174914,216852,173665,215099,189705,194310,167783,194578,236595,127060,145725,239105,227845,131159,144740,219709,206622,110468,213367,207971,202046,120883,215770,129941,156286
193751,228866,177986,147590,177038,155900,174507,239743,420246,445735,439446,122117,475273,480198,233356,120698,123633,102395,439783,442949,245883,245838,245865,166717,245847,218751,142832,454838,454582,117520,164915
193821,111391,123970,175281,193405,188535,167093,11046805,11046804,11046803,11046802,11046801,228194,167215,194073,126049,203067,146241,20627905,20627902,20627901,20627903,169628,15468802,15468801,150215,215424,366368,227289,176600,150288
193830,239169,143853,423643,117636,215123,112525,145558,148511,129242,164580,186867,121150,441982,223223,216597,186131,14902801,168148,216366,189501,217165,197221,192819,195474,218335,243744,163259,188526,181428,159373
193894,157298,127273,131973,173896,21036801,23384201,21036802,15483701,196884,160029,210368,215628,414966,246345,38561901,38561902,147031,140146,177126,177278,224305,366793,206288,223001,146977,220871,206215,215424,169099,139348
193900,131469,12293101,190150,131496,215062,162928,221999,144050,211440,164988,139658,147767,179867,152080,190415,131159,198419,201645,130794,167358,227757,191241,239105,243744,166683,139755,166027,211893,190424,123961
193973,130226,129242,110413,176053,185572,121309,236577,216597,16822702,201195,14902801,137847,186283,152600,211088,110097,215655,193353,154235,177968,148496,192819,194958,109785,130253,215770,110361,194091,163046,195720
194073,167093,193405,123970,111391,142832,215424,221670,150215,193821,175281,203067,123943,220996,150288,459824,227289,176600,243498,366368,123095,143659,108269,213640,146728,180832,166869,166656,188535,149763,179812
194091,168005,188429,185572,148496,193353,190770,146612,215655,184603,187444,128771,193016,193973,194958,143118,176053,459727,190725,180814,109785,129941,184694,195003,186283,191931,19554401,14902801,236577,211088,201195
194161,184694,206862,236133,192448,194958,198899,183974,193584,137476,209612,144351,192749,166850,167260,211352,215947,153366,164632,157863,136950,178244,195304,165644,199306,192439,167598,191931,125763,129941,186283
194189,420325,384421,451398,476717,461847,196583,197610,451370,449658,102261,194693,434414,126076,194736,186900,245777,167677,186186,205124,247773,163532,156417,195438,197735,193052,446604,197674,417752,129534,434937
194310,122612,186584,19554401,195720,174914,144740,228875,122436,143048,148627,193654,164748,110468,110097,221892,159656,215655,121309,137847,194073,236595,123970,151263,173665,194541,216852,133553,188429,168005,167093
194392,155937,181853,152363,154855,182634,146825,157100,219091,231420,118693,129774,141185,198808,139205,216542,161563,161572,231086,237358,138293,171599,206507,198066,230940,232089,190248,140234,107877,166850,235769
194541,127060,167358,191241,159656,145725,174914,163295,228875,145628,228246,206622,212106,194578,215132,201645,213543,126775,197197,162928,236595,181002,212054,148511,194310,150163,209825,227757,12293101,186867,120254
194569,164614,199315,217606,117104,200873,446233,181376,137953,436614,237136,441609,157030,201858,222877,123280,209287,245777,205124,134510,170091,163532,176910,197674,178679,208725,200484,146667,186186,176789,194736
194578,163295,192712,127060,164933,206622,202073,145628,228875,211893,164748,143048,192110,174914,159656,122931,131469,165662,193900,193654,163046,194541,219709,12293101,117946,145725,212106,228246,239105,122612,229267
194657,192624,197647,196431,444413,431983,405058,194763,197601,194666,455257,194675,149329,216311,193247,247773,197744,446604,189264,192165,189857,193070,476692,147369,193061,197692,209287,245731,476601,177816,245777
194666,197601,194675,197647,194657,192624,431983,444413,455257,147369,196431,405058,194763,193070,192165,446604,197692,209287,476601,149329,177816,216311,476692,247773,237136,193247,189264,189857,197744,434937,142090
194675,194666,197601,194657,192624,197647,405058,431983,444413,196431,194763,147369,455257,192165,193070,205027,446604,193061,197692,149329,216311,209287,476601,217040,247773,193247,197744,476692,189264,177816,21510501
194693,434937,194736,149329,186186,245777,199759,216311,247773,163532,196440,186900,205124,211024,195438,446604,197674,177083,183804,193070,216047,441609,476692,239637,213400,431983,217040,405058,197647,476601,196431
194736,245777,186186,163532,205124,186900,197674,441609,193247,247773,189264,194693,446604,189857,134510,216047,117104,217606,363712,434937,476692,451370,193061,245731,405058,197744,200873,199759,196431,431983,196440
194763,194657,192624,197647,444413,196431,405058,431983,197601,194666,455257,197692,194675,149329,216311,193247,247773,197744,446604,189264,192165,189857,193070,476692,147369,193061,245731,209287,476601,177816,245777
194824,165015,164739,213543,201645,195030,188526,190415,227757,147767,130697,136774,168148,215929,182670,217156,152318,140447,170301,226231,121691,164580,162928,152080,217402,211291,186131,441982,153269,233374,160977
194958,209612,215655,193584,136950,206862,147679,146612,221661,190725,192749,148496,176053,198561,125763,193973,112075,206437,185572,211556,462354,143118,193353,233541,144351,184694,194161,215114,194091,211352,179964
195003,193584,129242,14902801,216597,236595,143358,130226,219709,16822702,152080,111948,185572,135726,152600,186283,201195,207458,192819,191649,193973,179894,215655,211088,139658,129941,191931,179867,196097,184694,196176
195030,217156,199847,165015,201645,233374,168148,194824,182670,227757,235316,165334,198419,217402,153269,130794,202480,169080,168421,166683,110404,166027,186131,217493,364122,148593,211291,152080,162928,129428,130697
195128,15336601,213826,183211,176479,239080,139199,121691,177968,230852,184773,240107,130314,215929,140818,171492,153278,148496,216931,195234,148584,156286,219842,150145,199306,193353,200217,140447,154688,173328,146533
195155,239424,455099,179317,177092,126979,124283,125718,195580,186122,165945,439817,148885,167464,239637,164474,366793,177278,176600,177126,206288,206215,243498,156222,150288,143233,114840,227289,176451,215424,216816
195164,188641,209612,191533,192323,180106,237969,215743,147341,142461,150066,184694,208822,206862,228042,153250,156541,157863,211352,216694,214157,213668,183239,184348,211583,239716,144351,153834,16822702,209065,233426
195173,210304,110316,192925,125897,155335,212984,11577301,437848,153375,245953,192439,174437,231420,445708,103787,186432,181093,444990,114813,215947,182634,152336,199272,11508305,11508306,11508303,241128,194392,146393,137476
195216,153834,146427,161086,153384,168281,202523,160977,210401,165936,231059,190099,238333,196866,222983,189088,237057,173258,213385,120254,236328,230959,168546,218070,157818,191515,170532,143084,212674,121257,221351
195234,19554401,185572,233277,216931,15336601,215655,212115,184773,148627,213826,218964,146612,233541,143118,177968,133553,179557,130314,195720,206622,121309,215929,236577,236595,189705,196149,219709,237011,164076,186584
195243,190761,228325,214272,236452,167598,199032,13247101,213358,414823,203580,184612,217518,214704,153375,215947,193353,195304,199306,164173,148496,183910,144962,130989,212832,215114,164085,112084,239318,132657,153278
195304,197133,212911,216524,198385,218070,146481,216287,204909,228343,233295,213385,121345,149781,112260,164465,211273,164632,125763,184348,199865,168281,166018,168218,121257,152390,165644,166939,167996,203535,173902
195438,434937,194693,462354,239637,167464,199759,148885,446604,125718,196440,165945,193070,245777,137777,216311,166054,176619,216047,441609,149329,163532,195155,124283,179317,194736,211024,205124,455099,239424,16822703
195474,167835,217165,170301,149781,14902801,216667,204909,129242,216597,192819,166018,186867,216524,174844,218070,146481,209056,211291,228343,167996,197133,213385,198385,199865,121150,152390,233374,168148,212911,130697
195526,202523,139144,161004,198385,203535,128902,212911,197133,112260,212009,161086,168342,218973,214175,218070,212577,164465,126678,234207,212674,173902,153384,166124,196866,121345,191515,173258,125727,191630,221519
195544,176628,212984,239390,245953,211431,150163,197197,219833,377564,229267,192703,16947907,16947905,16947909,16947904,16947903,16947910,16947912,16947918,114813,231651,152336,199412,455664,143978,207324,11508306,11508305,11508303,213303
195580,186122,179317,177092,124283,239424,195155,455099,126979,439817,165945,125718,148885,167464,239637,233842,190080,165705,203067,215619,227289,175139,143233,112127,203997,189981,108861,154536,122603,151865,150288
195720,186584,215655,185572,110097,188429,122612,194310,216852,109785,146612,143118,117140,132471,145619,228875,193973,195234,203368,144740,144962,228246,19554401,121150,125763,191649,206437,184782,174914,122436,168740
195809,193654,131159,212054,146719,122436,131283,144740,122612,120883,191649,239105,123961,192703,174914,173665,216852,194310,166656,156286,228875,189705,207971,173045,21510501,437316,165671,215770,122296,219833,157085
196042,366711,243151,166513,243133,139311,243179,100706,232186,18017901,214704,218645,110565,214689,178420,159939,226833,217420,167729,432357,187444,140164,228529,161554,171571,128771,132903,377555,138354,214731,206941
196060,186380,209542,129020,231174,199120,228723,153658,214777,166629,110714,233921,126614,196097,164076,126818,23693903,23693902,23693901,209551,234076,171100,236939,153603,233277,237011,104179,145600,234030,106397,176080
196079,217882,186380,110705,231174,196097,183044,145813,207500,204024,185828,163268,142285,231624,164924,228778,110662,129020,163286,139755,110680,134097,191241,196413,166629,232681,174066,153658,178411,186201,139959
196088,163286,153658,196097,130943,139959,110705,218663,110680,207500,110644,178396,217882,153603,110714,110662,221759,215293,181464,135726,110653,106397,110635,163268,233921,240444,170976,186380,129020,199120,228778
196097,186380,163286,196088,129020,166629,196079,110680,110662,228778,110644,110705,110635,174066,139755,134097,139658,110653,139959,130943,135726,110714,152080,153658,218663,204796,217882,186201,215293,196060,207500
196103,199218,145813,218663,139959,178396,134097,217819,221759,110635,110653,238661,217882,240444,170976,153658,196079,197869,134130,186201,143358,220978,215293,174066,229179,228778,110705,204796,163286,196176,196185
